customId,winnerCode,hasGlobalHighlights,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport,tournament.category.id,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,tournament.uniqueTournament.category,tournament.uniqueTournament.userCount,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.gender,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.national,homeTeam.type,homeTeam.id,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.gender,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.national,awayTeam.type,awayTeam.id,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,changes.changeTimestamp,hasXg,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,coverage,homeRedCards,aggregatedWinnerCode,previousLegEventId,roundInfo.name,roundInfo.slug,roundInfo.cupRoundType,homeScore.aggregated,awayScore.aggregated,awayRedCards
COsBtc,0,False,False,7270707,1480549500,gremio-atletico-mineiro,False,Copa do Brasil,copa-do-brasil,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Copa do Brasil,copa-do-brasil,#34a348,#f2ba1c,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",133138,373,False,False,False,False,0,283,1,60,Postponed,postponed,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,1480464786,,,,,,,,,,,,,,,,,1480416016.0,"['status.code', 'status.description', 'status.type']",-1.0,,,7270706.0,Final,final,1.0,3.0,1.0,
COsBtc,2,False,False,7270706,1479944700,gremio-atletico-mineiro,False,Copa do Brasil,copa-do-brasil,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Copa do Brasil,copa-do-brasil,#34a348,#f2ba1c,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",133138,373,False,False,False,False,0,283,1,100,Ended,finished,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,1479951614,,,,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,6.0,1479951610.0,"['status.code', 'status.description', 'status.type', 'homeScore.normaltime', 'awayScore.normaltime']",-1.0,,,,Final,final,1.0,,,1.0
COsBtc,3,False,False,7044122,1472410800,gremio-atletico-mineiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",251366,325,True,False,True,False,390,83,22,100,Ended,finished,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,1472417480,,True,True,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1472417471.0,"['status.code', 'status.description', 'status.type', 'homeScore.normaltime', 'awayScore.normaltime']",-1.0,,,,,,,,,
COsBtc,2,False,False,7043956,1464307200,gremio-atletico-mineiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",251366,325,True,False,True,False,390,83,3,100,Ended,finished,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,1464313968,,True,True,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,1464313965.0,"['status.code', 'status.description', 'status.type', 'homeScore.normaltime', 'awayScore.normaltime']",1.0,,,,,,,,,
COsBtc,1,False,False,6698584,1448823600,gremio-atletico-mineiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",251366,325,True,False,True,False,390,83,37,100,Ended,finished,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,1448830607,,True,,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,5.0,1448830605.0,"['status.code', 'status.description', 'status.type', 'homeScore.normaltime', 'awayScore.normaltime']",1.0,,,,,,,,,
COsBtc,2,False,False,6698406,1439510400,gremio-atletico-mineiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",251366,325,True,False,True,False,390,83,18,100,Ended,finished,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,1439517057,,,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,1439517052.0,"['status.code', 'status.description', 'status.type', 'homeScore.normaltime', 'awayScore.normaltime']",3.0,,,,,,,,,
COsBtc,3,False,False,5056618,1410730200,gremio-atletico-mineiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",251366,325,True,False,True,False,390,83,21,100,Ended,finished,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1410736882.0,,-1.0,,,,,,,,,
COsBtc,1,False,False,5056418,1398634200,gremio-atletico-mineiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",251366,325,True,False,True,False,390,83,2,100,Ended,finished,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,0,,,,,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1398640892.0,,3.0,1.0,,,,,,,,
COsBtc,2,False,False,3855531,1379280600,gremio-atletico-mineiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",251366,325,True,False,True,False,390,83,21,100,Ended,finished,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,1379287574.0,,,,,,,,,,,
COsBtc,1,False,False,3682309,1370813400,gremio-atletico-mineiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",251366,325,True,False,True,False,390,83,2,100,Ended,finished,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,0,,,,,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
COsBtc,3,False,False,2505930,1348435800,gremio-atletico-mineiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",251366,325,True,False,True,False,390,83,26,100,Ended,finished,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
COsBtc,2,False,False,2505546,1341178200,gremio-atletico-mineiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",251366,325,True,False,True,False,390,83,7,100,Ended,finished,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,1.0
COsBtc,1,False,False,1690288,1320526800,gremio-atletico-mineiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",251366,325,True,False,True,False,390,83,33,100,Ended,finished,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,0,,,,,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,
COsBtc,3,False,False,1690096,1312410600,gremio-atletico-mineiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",251366,325,True,False,True,False,390,83,14,100,Ended,finished,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,0,,,,,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,,,,,,,,,,,,,
COsBtc,2,False,False,1343308,1285536600,gremio-atletico-mineiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",251366,325,True,False,True,False,390,83,25,100,Ended,finished,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,0,,,,,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,,,,,,,,,,,,,,
COsBtc,1,False,False,1343042,1275609600,gremio-atletico-mineiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",251366,325,True,False,True,False,390,83,6,100,Ended,finished,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,0,,,,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,1.0
COsBtc,1,False,False,1038902,1251054000,gremio-atletico-mineiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",251366,325,True,False,True,False,390,83,21,100,Ended,finished,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,0,,,,,4.0,4.0,3.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,
COsBtc,1,False,False,1015952,1242509400,gremio-atletico-mineiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",251366,325,True,False,True,False,390,83,2,100,Ended,finished,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,0,,,,,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,1.0
COsBtc,1,False,False,663505,1228676400,gremio-atletico-mineiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",251366,325,True,False,True,False,390,83,38,100,Ended,finished,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,0,,,,,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
COsBtc,2,False,False,663068,1218316800,gremio-atletico-mineiro,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,"{'name': 'Football', 'slug': 'football', 'id': 1}",13,brazil,BR,Brasileiro Série A,brasileiro-serie-a,#C7FF00,#969696,"{'name': 'Brazil', 'slug': 'brazil', 'sport': {'name': 'Football', 'slug': 'football', 'id': 1}, 'id': 13, 'flag': 'brazil', 'alpha2': 'BR'}",251366,325,True,False,True,False,390,83,19,100,Ended,finished,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,101789,ATL,False,False,0,1977,[],#000000,#ffffff,#ffffff,Grêmio,gremio,Grêmio,M,Football,football,1,91093,GPA,False,False,0,5926,[],#3399ff,#000033,#000033,0,,,,,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,3.0,4.0,,,,,,,,,,,,,,
