playedEnough,statistics.rating,statistics.id,statistics.type,statistics.appearances,player.name,player.slug,player.shortName,player.position,player.userCount,player.id,category,statistics.goals,statistics.expectedGoals,statistics.assists,statistics.expectedAssists,statistics.goalsAssistsSum,statistics.penaltiesTaken,statistics.penaltyGoals,statistics.shotFromSetPiece,statistics.freeKickGoal,statistics.scoringFrequency,statistics.totalShots,statistics.shotsOnTarget,statistics.bigChancesMissed,statistics.bigChancesCreated,statistics.accuratePasses,statistics.accuratePassesPercentage,statistics.keyPasses,statistics.accurateLongBalls,statistics.successfulDribbles,statistics.successfulDribblesPercentage,statistics.penaltyWon,statistics.tackles,statistics.interceptions,statistics.clearances,statistics.possessionLost,statistics.yellowCards,statistics.redCards
False,,957664,overall,6,Álvaro Rodríguez,alvaro-rodriguez,Á. Rodríguez,F,5838,1154587,scoringFrequency,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,
True,,866910,overall,24,Karim Benzema,karim-benzema,K. Benzema,F,164944,3306,scoringFrequency,,,,,,,,,,107.57894736842,,,,,,,,,,,,,,,,,
True,,871132,overall,31,Marco Asensio,marco-asensio,M. Asensio,F,19176,361004,scoringFrequency,,,,,,,,,,160.55555555556,,,,,,,,,,,,,,,,,
True,,876778,overall,34,Rodrygo,rodrygo,Rodrygo,F,59539,910536,scoringFrequency,,,,,,,,,,265.66666666667,,,,,,,,,,,,,,,,,
True,,866904,overall,33,Vinícius Júnior,vinicius-junior,Vinícius,F,145260,868812,scoringFrequency,,,,,,,,,,283.1,,,,,,,,,,,,,,,,,
True,,866926,overall,23,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,8014,255239,scoringFrequency,,,,,,,,,,289.25,,,,,,,,,,,,,,,,,
True,,866912,overall,34,Federico Valverde,federico-valverde,F. Valverde,M,38049,831808,scoringFrequency,,,,,,,,,,361.0,,,,,,,,,,,,,,,,,
True,,866902,overall,33,Luka Modrić,luka-modric,L. Modrić,M,87724,15466,scoringFrequency,,,,,,,,,,438.5,,,,,,,,,,,,,,,,,
True,,871136,overall,33,Éder Militão,eder-militao,É. Militão,D,16939,822519,scoringFrequency,,,,,,,,,,542.8,,,,,,,,,,,,,,,,,
True,,866928,overall,30,Toni Kroos,toni-kroos,T. Kroos,M,46660,26502,scoringFrequency,,,,,,,,,,1084.5,,,,,,,,,,,,,,,,,
True,,866922,overall,27,Nacho Fernández,nacho-fernandez,N. Fernández,D,7770,69404,scoringFrequency,,,,,,,,,,1653.0,,,,,,,,,,,,,,,,,
True,,866930,overall,23,David Alaba,david-alaba,D. Alaba,D,16914,66492,scoringFrequency,,,,,,,,,,1840.0,,,,,,,,,,,,,,,,,
True,,866918,overall,33,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,14287,142622,scoringFrequency,,,,,,,,,,2410.0,,,,,,,,,,,,,,,,,
True,,866910,overall,24,Karim Benzema,karim-benzema,K. Benzema,F,164944,3306,totalShots,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,
True,,876778,overall,34,Rodrygo,rodrygo,Rodrygo,F,59539,910536,totalShots,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,
True,,866904,overall,33,Vinícius Júnior,vinicius-junior,Vinícius,F,145260,868812,totalShots,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,
True,,871132,overall,31,Marco Asensio,marco-asensio,M. Asensio,F,19176,361004,totalShots,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,
True,,866912,overall,34,Federico Valverde,federico-valverde,F. Valverde,M,38049,831808,totalShots,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,
True,,866914,overall,33,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,22302,859025,totalShots,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,
True,,866928,overall,30,Toni Kroos,toni-kroos,T. Kroos,M,46660,26502,totalShots,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,
False,,985929,overall,1,Jesús Vallejo,jesus-vallejo,J. Vallejo,D,3622,355048,totalShots,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
True,,866902,overall,33,Luka Modrić,luka-modric,L. Modrić,M,87724,15466,totalShots,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,
True,,871136,overall,33,Éder Militão,eder-militao,É. Militão,D,16939,822519,totalShots,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,
True,,866918,overall,33,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,14287,142622,totalShots,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,
True,,866926,overall,23,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,8014,255239,totalShots,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,
True,,866930,overall,23,David Alaba,david-alaba,D. Alaba,D,16914,66492,totalShots,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,
True,,866932,overall,30,Dani Ceballos,dani-ceballos,D. Ceballos,M,8035,547838,totalShots,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,
False,,895596,overall,9,Mariano Díaz,mariano-diaz,M. Díaz,F,5555,175753,totalShots,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
False,,954886,overall,2,Sergio Arribas,sergio-arribas,S. Arribas,M,2207,997203,totalShots,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
False,,866906,overall,6,Eden Hazard,eden-hazard,E. Hazard,F,87552,27583,totalShots,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
True,,866920,overall,37,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,25410,973887,totalShots,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,
True,,871134,overall,27,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,12051,138572,totalShots,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,
True,,866922,overall,27,Nacho Fernández,nacho-fernandez,N. Fernández,D,7770,69404,totalShots,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,
False,,954884,overall,3,Álvaro Odriozola,alvaro-odriozola,Á. Odriozola,D,4003,353250,totalShots,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
False,,957664,overall,6,Álvaro Rodríguez,alvaro-rodriguez,Á. Rodríguez,F,5838,1154587,totalShots,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
True,,866916,overall,18,Ferland Mendy,ferland-mendy,F. Mendy,D,9092,792073,totalShots,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
True,,866910,overall,24,Karim Benzema,karim-benzema,K. Benzema,F,164944,3306,shotsOnTarget,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,
True,,866904,overall,33,Vinícius Júnior,vinicius-junior,Vinícius,F,145260,868812,shotsOnTarget,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,
False,,985929,overall,1,Jesús Vallejo,jesus-vallejo,J. Vallejo,D,3622,355048,shotsOnTarget,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
True,,876778,overall,34,Rodrygo,rodrygo,Rodrygo,F,59539,910536,shotsOnTarget,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,
True,,871132,overall,31,Marco Asensio,marco-asensio,M. Asensio,F,19176,361004,shotsOnTarget,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,
True,,866912,overall,34,Federico Valverde,federico-valverde,F. Valverde,M,38049,831808,shotsOnTarget,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,
True,,866928,overall,30,Toni Kroos,toni-kroos,T. Kroos,M,46660,26502,shotsOnTarget,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,
True,,866926,overall,23,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,8014,255239,shotsOnTarget,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,
True,,871136,overall,33,Éder Militão,eder-militao,É. Militão,D,16939,822519,shotsOnTarget,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,
True,,866914,overall,33,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,22302,859025,shotsOnTarget,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,
True,,866902,overall,33,Luka Modrić,luka-modric,L. Modrić,M,87724,15466,shotsOnTarget,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,
True,,866932,overall,30,Dani Ceballos,dani-ceballos,D. Ceballos,M,8035,547838,shotsOnTarget,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
False,,957664,overall,6,Álvaro Rodríguez,alvaro-rodriguez,Á. Rodríguez,F,5838,1154587,shotsOnTarget,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
False,,866906,overall,6,Eden Hazard,eden-hazard,E. Hazard,F,87552,27583,shotsOnTarget,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
True,,866922,overall,27,Nacho Fernández,nacho-fernandez,N. Fernández,D,7770,69404,shotsOnTarget,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,
True,,866930,overall,23,David Alaba,david-alaba,D. Alaba,D,16914,66492,shotsOnTarget,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
True,,866918,overall,33,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,14287,142622,shotsOnTarget,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,
True,,866920,overall,37,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,25410,973887,shotsOnTarget,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
True,,866910,overall,24,Karim Benzema,karim-benzema,K. Benzema,F,164944,3306,bigChancesMissed,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,
True,,876778,overall,34,Rodrygo,rodrygo,Rodrygo,F,59539,910536,bigChancesMissed,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,
True,,866904,overall,33,Vinícius Júnior,vinicius-junior,Vinícius,F,145260,868812,bigChancesMissed,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,
True,,871132,overall,31,Marco Asensio,marco-asensio,M. Asensio,F,19176,361004,bigChancesMissed,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,
True,,866912,overall,34,Federico Valverde,federico-valverde,F. Valverde,M,38049,831808,bigChancesMissed,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
True,,871136,overall,33,Éder Militão,eder-militao,É. Militão,D,16939,822519,bigChancesMissed,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
True,,866906,overall,6,Eden Hazard,eden-hazard,E. Hazard,F,87552,27583,bigChancesMissed,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
True,,866914,overall,33,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,22302,859025,bigChancesMissed,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
True,,866926,overall,23,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,8014,255239,bigChancesMissed,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
True,,866902,overall,33,Luka Modrić,luka-modric,L. Modrić,M,87724,15466,bigChancesMissed,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
True,,866930,overall,23,David Alaba,david-alaba,D. Alaba,D,16914,66492,bigChancesMissed,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
True,,866918,overall,33,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,14287,142622,bigChancesMissed,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
True,,866922,overall,27,Nacho Fernández,nacho-fernandez,N. Fernández,D,7770,69404,bigChancesMissed,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
True,,871134,overall,27,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,12051,138572,bigChancesMissed,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
True,,985929,overall,1,Jesús Vallejo,jesus-vallejo,J. Vallejo,D,3622,355048,bigChancesMissed,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
True,,866910,overall,24,Karim Benzema,karim-benzema,K. Benzema,F,164944,3306,bigChancesCreated,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,
True,,866904,overall,33,Vinícius Júnior,vinicius-junior,Vinícius,F,145260,868812,bigChancesCreated,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,
True,,876778,overall,34,Rodrygo,rodrygo,Rodrygo,F,59539,910536,bigChancesCreated,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
True,,871132,overall,31,Marco Asensio,marco-asensio,M. Asensio,F,19176,361004,bigChancesCreated,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,
True,,866902,overall,33,Luka Modrić,luka-modric,L. Modrić,M,87724,15466,bigChancesCreated,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,
True,,866912,overall,34,Federico Valverde,federico-valverde,F. Valverde,M,38049,831808,bigChancesCreated,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,
True,,866928,overall,30,Toni Kroos,toni-kroos,T. Kroos,M,46660,26502,bigChancesCreated,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,
True,,866914,overall,33,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,22302,859025,bigChancesCreated,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
True,,866926,overall,23,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,8014,255239,bigChancesCreated,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
True,,866920,overall,37,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,25410,973887,bigChancesCreated,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
True,,871136,overall,33,Éder Militão,eder-militao,É. Militão,D,16939,822519,bigChancesCreated,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
True,,866924,overall,31,Thibaut Courtois,thibaut-courtois,T. Courtois,G,23985,70988,bigChancesCreated,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
True,,866932,overall,30,Dani Ceballos,dani-ceballos,D. Ceballos,M,8035,547838,bigChancesCreated,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
True,,866930,overall,23,David Alaba,david-alaba,D. Alaba,D,16914,66492,bigChancesCreated,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
True,,866922,overall,27,Nacho Fernández,nacho-fernandez,N. Fernández,D,7770,69404,bigChancesCreated,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
True,,954884,overall,3,Álvaro Odriozola,alvaro-odriozola,Á. Odriozola,D,4003,353250,bigChancesCreated,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
True,,957664,overall,6,Álvaro Rodríguez,alvaro-rodriguez,Á. Rodríguez,F,5838,1154587,bigChancesCreated,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
True,,871134,overall,27,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,12051,138572,bigChancesCreated,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
True,,895596,overall,9,Mariano Díaz,mariano-diaz,M. Díaz,F,5555,175753,bigChancesCreated,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
True,,866928,overall,30,Toni Kroos,toni-kroos,T. Kroos,M,46660,26502,accuratePasses,,,,,,,,,,,,,,,2205.0,94.594594594595,,,,,,,,,,,
True,,871136,overall,33,Éder Militão,eder-militao,É. Militão,D,16939,822519,accuratePasses,,,,,,,,,,,,,,,1633.0,88.701792504074,,,,,,,,,,,
True,,866914,overall,33,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,22302,859025,accuratePasses,,,,,,,,,,,,,,,1576.0,93.53115727003,,,,,,,,,,,
True,,866932,overall,30,Dani Ceballos,dani-ceballos,D. Ceballos,M,8035,547838,accuratePasses,,,,,,,,,,,,,,,1336.0,91.632373113855,,,,,,,,,,,
True,,866918,overall,33,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,14287,142622,accuratePasses,,,,,,,,,,,,,,,1466.0,92.085427135678,,,,,,,,,,,
True,,866930,overall,23,David Alaba,david-alaba,D. Alaba,D,16914,66492,accuratePasses,,,,,,,,,,,,,,,989.0,89.259927797834,,,,,,,,,,,
True,,866912,overall,34,Federico Valverde,federico-valverde,F. Valverde,M,38049,831808,accuratePasses,,,,,,,,,,,,,,,1407.0,88.490566037736,,,,,,,,,,,
True,,866902,overall,33,Luka Modrić,luka-modric,L. Modrić,M,87724,15466,accuratePasses,,,,,,,,,,,,,,,1312.0,90.670352453352,,,,,,,,,,,
True,,866916,overall,18,Ferland Mendy,ferland-mendy,F. Mendy,D,9092,792073,accuratePasses,,,,,,,,,,,,,,,715.0,92.616580310881,,,,,,,,,,,
True,,866910,overall,24,Karim Benzema,karim-benzema,K. Benzema,F,164944,3306,accuratePasses,,,,,,,,,,,,,,,920.0,87.038789025544,,,,,,,,,,,
True,,866922,overall,27,Nacho Fernández,nacho-fernandez,N. Fernández,D,7770,69404,accuratePasses,,,,,,,,,,,,,,,1018.0,92.96803652968,,,,,,,,,,,
True,,871134,overall,27,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,12051,138572,accuratePasses,,,,,,,,,,,,,,,1002.0,87.054735013032,,,,,,,,,,,
True,,866920,overall,37,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,25410,973887,accuratePasses,,,,,,,,,,,,,,,1292.0,91.178546224418,,,,,,,,,,,
True,,866926,overall,23,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,8014,255239,accuratePasses,,,,,,,,,,,,,,,709.0,88.735919899875,,,,,,,,,,,
True,,876778,overall,34,Rodrygo,rodrygo,Rodrygo,F,59539,910536,accuratePasses,,,,,,,,,,,,,,,906.0,89.614243323442,,,,,,,,,,,
True,,866904,overall,33,Vinícius Júnior,vinicius-junior,Vinícius,F,145260,868812,accuratePasses,,,,,,,,,,,,,,,854.0,80.566037735849,,,,,,,,,,,
True,,866924,overall,31,Thibaut Courtois,thibaut-courtois,T. Courtois,G,23985,70988,accuratePasses,,,,,,,,,,,,,,,789.0,83.936170212766,,,,,,,,,,,
False,,895593,overall,7,Andriy Lunin,andriy-lunin,A. Lunin,G,6048,857574,accuratePasses,,,,,,,,,,,,,,,169.0,88.48167539267,,,,,,,,,,,
True,,871132,overall,31,Marco Asensio,marco-asensio,M. Asensio,F,19176,361004,accuratePasses,,,,,,,,,,,,,,,623.0,87.87023977433,,,,,,,,,,,
False,,866906,overall,6,Eden Hazard,eden-hazard,E. Hazard,F,87552,27583,accuratePasses,,,,,,,,,,,,,,,95.0,88.785046728972,,,,,,,,,,,
False,,985929,overall,1,Jesús Vallejo,jesus-vallejo,J. Vallejo,D,3622,355048,accuratePasses,,,,,,,,,,,,,,,12.0,100.0,,,,,,,,,,,
False,,954884,overall,3,Álvaro Odriozola,alvaro-odriozola,Á. Odriozola,D,4003,353250,accuratePasses,,,,,,,,,,,,,,,22.0,100.0,,,,,,,,,,,
False,,866900,overall,1,Casemiro,casemiro,Casemiro,M,59818,122951,accuratePasses,,,,,,,,,,,,,,,7.0,87.5,,,,,,,,,,,
False,,954886,overall,2,Sergio Arribas,sergio-arribas,S. Arribas,M,2207,997203,accuratePasses,,,,,,,,,,,,,,,9.0,90.0,,,,,,,,,,,
False,,895596,overall,9,Mariano Díaz,mariano-diaz,M. Díaz,F,5555,175753,accuratePasses,,,,,,,,,,,,,,,32.0,80.0,,,,,,,,,,,
False,,957664,overall,6,Álvaro Rodríguez,alvaro-rodriguez,Á. Rodríguez,F,5838,1154587,accuratePasses,,,,,,,,,,,,,,,9.0,75.0,,,,,,,,,,,
True,,866910,overall,24,Karim Benzema,karim-benzema,K. Benzema,F,164944,3306,keyPasses,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,
True,,866904,overall,33,Vinícius Júnior,vinicius-junior,Vinícius,F,145260,868812,keyPasses,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,
True,,866928,overall,30,Toni Kroos,toni-kroos,T. Kroos,M,46660,26502,keyPasses,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,
True,,876778,overall,34,Rodrygo,rodrygo,Rodrygo,F,59539,910536,keyPasses,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,
True,,871132,overall,31,Marco Asensio,marco-asensio,M. Asensio,F,19176,361004,keyPasses,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,
True,,866912,overall,34,Federico Valverde,federico-valverde,F. Valverde,M,38049,831808,keyPasses,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,
True,,866902,overall,33,Luka Modrić,luka-modric,L. Modrić,M,87724,15466,keyPasses,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,
False,,866906,overall,6,Eden Hazard,eden-hazard,E. Hazard,F,87552,27583,keyPasses,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,
True,,866932,overall,30,Dani Ceballos,dani-ceballos,D. Ceballos,M,8035,547838,keyPasses,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
True,,866926,overall,23,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,8014,255239,keyPasses,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,
True,,871134,overall,27,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,12051,138572,keyPasses,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,
True,,866916,overall,18,Ferland Mendy,ferland-mendy,F. Mendy,D,9092,792073,keyPasses,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,
True,,866930,overall,23,David Alaba,david-alaba,D. Alaba,D,16914,66492,keyPasses,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,
True,,866914,overall,33,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,22302,859025,keyPasses,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,
False,,954884,overall,3,Álvaro Odriozola,alvaro-odriozola,Á. Odriozola,D,4003,353250,keyPasses,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
True,,866920,overall,37,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,25410,973887,keyPasses,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
False,,954886,overall,2,Sergio Arribas,sergio-arribas,S. Arribas,M,2207,997203,keyPasses,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
True,,866922,overall,27,Nacho Fernández,nacho-fernandez,N. Fernández,D,7770,69404,keyPasses,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,
True,,871136,overall,33,Éder Militão,eder-militao,É. Militão,D,16939,822519,keyPasses,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,
False,,957664,overall,6,Álvaro Rodríguez,alvaro-rodriguez,Á. Rodríguez,F,5838,1154587,keyPasses,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
False,,895596,overall,9,Mariano Díaz,mariano-diaz,M. Díaz,F,5555,175753,keyPasses,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
True,,866924,overall,31,Thibaut Courtois,thibaut-courtois,T. Courtois,G,23985,70988,keyPasses,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
True,,866918,overall,33,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,14287,142622,keyPasses,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
True,,866928,overall,30,Toni Kroos,toni-kroos,T. Kroos,M,46660,26502,accurateLongBalls,,,,,,,,,,,,,,,,,,204.0,,,,,,,,,
True,,871136,overall,33,Éder Militão,eder-militao,É. Militão,D,16939,822519,accurateLongBalls,,,,,,,,,,,,,,,,,,113.0,,,,,,,,,
True,,866932,overall,30,Dani Ceballos,dani-ceballos,D. Ceballos,M,8035,547838,accurateLongBalls,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,
True,,866902,overall,33,Luka Modrić,luka-modric,L. Modrić,M,87724,15466,accurateLongBalls,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,
